State,Atmosphere,Crash Datetime,Fatalities in crash,Roadway,Age,Alcohol Results,Person Type,Drug Involvement,Race,Gender,Injury Severity,Crash Date.year,Crash Date.month,Crash Date.day-of-month,Crash Date.day-of-week
Indiana,Hail,10-01-2011 20:27,1,Urban-Minor Arterial,38,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,10,1
Indiana,Snow,10-01-2011 17:57,1,Urban-Minor Arterial,90,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,10,1
Kentucky,Thunderstorm,16-01-2011 23:35,1,Rural-Major Collector,45,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,1,16,7
Louisiana,Dust Storm,21-01-2011 10:34,1,Rural-Minor Collector,33,0.22,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,21,5
Louisiana,Cloudy,21-01-2011 09:26,1,Rural-Minor Collector,34,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,1,21,5
Maine,Clear,28-03-2011 00:50,1,Rural-Local Road or Street,22,0.24,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,28,1
Maryland,Windy,13-01-2011 22:33,1,Rural-Major Collector,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,13,4
Maryland,Dust Storm,13-01-2011 11:57,1,Rural-Major Collector,24,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,13,4
Massachusetts,Hail,31-01-2011 03:35,1,Urban-Other Principal Arterial,62,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,31,1
Michigan,Sleet,11-01-2011 13:28,1,Rural-Local Road or Street,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,11,2
Michigan,Rain,11-01-2011 02:42,1,Rural-Local Road or Street,22,0.11,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,1,11,2
Mississippi,Snow,09-01-2011 11:33,1,Rural-Major Collector,1,,Passenger of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,9,7
Montana,Clear,26-02-2011 12:17,1,Rural-Principal Arterial-Other,33,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,26,6
Nevada,Fog,27-01-2011 02:00,1,Urban-Minor Arterial,20,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,1,27,4
Nevada,Clear,27-01-2011 08:49,1,Urban-Minor Arterial,31,,Driver of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,27,4
New Hampshire,Sleet,15-03-2011 23:51,1,Urban-Local Road or Street,21,0.16,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,3,15,2
New Hampshire,Rain,15-03-2011 17:58,1,Urban-Local Road or Street,38,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,3,15,2
New Jersey,Cloudy,11-01-2011 17:08,1,Urban-Minor Arterial,79,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,11,2
New York,Windy,12-01-2011 18:45,1,Rural-Local Road or Street,44,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,12,3
North Dakota,Cloudy,11-03-2011 10:08,1,Rural-Principal Arterial-Other,15,,Passenger of a Motor Vehicle In-Transport,Unknown,,Female,Possible Injury (C),2011,3,11,5
Ohio,Clear,11-01-2011 06:16,1,Rural-Major Collector,22,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,11,2
Oregon,Thunderstorm,20-01-2011 20:35,1,Urban-Principal Arterial-Interstate,38,0,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,1,20,4
Oregon,Thunderstorm,20-01-2011 14:10,1,Urban-Principal Arterial-Interstate,48,0,Pedestrian,Not Reported,White,Male,Fatal Injury (K),2011,1,20,4
Pennsylvania,Cloudy,25-01-2011 19:20,1,Rural-Principal Arterial-Other,64,0,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,25,2
Rhode Island,Clear,08-04-2011 04:54,1,Urban-Principal Arterial-Interstate,25,0.1,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,4,8,5
South Carolina,Thunderstorm,20-01-2011 09:11,1,Urban-Minor Arterial,31,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,1,20,4
South Carolina,Windy,20-01-2011 03:09,1,Urban-Minor Arterial,38,0,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,20,4
South Dakota,Windy,26-03-2011 13:27,1,Rural-Principal Arterial-Interstate,54,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,26,6
Tennessee,Fog,22-01-2011 09:30,1,Rural-Principal Arterial-Other,42,0,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Incapacitating Injury (A),2011,1,22,6
Tennessee,Windy,22-01-2011 21:47,1,Rural-Principal Arterial-Other,52,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,22,6
Texas,Clear,03-01-2011 14:38,1,Rural-Major Collector,77,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,3,1
Utah,Snow,18-01-2011 05:28,1,Urban-Local Road or Street,15,0,Persons on Personal Conveyances,Not Reported,White,Male,Fatal Injury (K),2011,1,18,2
Vermont,Snow,01-05-2011 22:15,1,Rural-Major Collector,35,0.2,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,5,1,7
Virginia,Cloudy,16-01-2011 02:04,1,Unknown,31,,Driver of a Motor Vehicle In-Transport,No,\N,Male,Fatal Injury (K),2011,1,16,7
Washington,Thunderstorm,27-01-2011 00:39,1,Urban-Minor Arterial,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,1,27,4
West Virginia,Clear,19-01-2011 01:41,1,Urban-Minor Arterial,42,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,19,3
West Virginia,Clear,19-01-2011 08:17,1,Urban-Minor Arterial,79,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,1,19,3
West Virginia,Clear,19-01-2011 22:25,1,Urban-Minor Arterial,84,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,1,19,3
Wisconsin,Cloudy,11-01-2011 12:20,1,Rural-Major Collector,43,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,11,2
Wyoming,Hail,11-03-2011 00:01,1,Rural-Major Collector,17,0.18,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,3,11,5
Alabama,Rain,02-01-2011 05:42,1,Rural-Major Collector,16,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,1,2,7
Alabama,Windy,02-01-2011 13:58,1,Rural-Major Collector,38,0.2,Pedestrian,No,White,Female,Fatal Injury (K),2011,1,2,7
Arizona,Dust Storm,17-01-2011 15:44,1,Rural-Major Collector,44,0.33,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,1,17,1
Arkansas,Fog,14-01-2011 05:29,1,Rural-Local Road or Street,70,,Driver of a Motor Vehicle In-Transport,Not Reported,Black,Male,Fatal Injury (K),2011,1,14,5
California,Rain,01-01-2011 01:21,1,Urban-Principal Arterial-Other Freeways or Expressways,21,0.11,Pedestrian,Unknown,\N,Female,Fatal Injury (K),2011,1,1,6
Colorado,Hail,18-01-2011 03:59,1,Urban-Other Principal Arterial,74,0,Pedestrian,No,White,Female,Fatal Injury (K),2011,1,18,2
Connecticut,Fog,02-03-2011 21:17,1,Urban-Collector,14,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,3,2,3
Connecticut,Fog,02-03-2011 12:45,1,Urban-Collector,35,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,3,2,3
Delaware,Cloudy,12-03-2011 15:49,1,Urban-Minor Arterial,16,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,12,6
Delaware,Sleet,12-03-2011 18:47,1,Urban-Minor Arterial,17,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,12,6
Delaware,Fog,12-03-2011 23:50,1,Urban-Minor Arterial,18,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,3,12,6
Nebraska,Thunderstorm,09-06-2011 19:43,1,Rural-Major Collector,55,0.14,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,6,9,4
New Hampshire,Windy,15-10-2011 04:26,1,Rural-Local Road or Street,19,0.19,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,10,15,6
New Jersey,Thunderstorm,13-03-2011 18:05,1,Rural-Major Collector,39,0.25,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,3,13,7
New York,Fog,06-02-2011 08:02,1,Rural-Principal Arterial-Other,27,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,6,7
New York,Clear,06-02-2011 14:43,1,Rural-Principal Arterial-Other,43,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Non-incapacitating Evident Injury (B),2011,2,6,7
New York,Sleet,06-02-2011 01:04,1,Rural-Principal Arterial-Other,84,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,6,7
New York,Thunderstorm,06-02-2011 02:56,1,Rural-Principal Arterial-Other,98,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,6,7
North Carolina,Cloudy,24-01-2011 05:26,2,Urban-Minor Arterial,23,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,1,24,1
Ohio,Snow,14-01-2011 06:48,2,Rural-Minor Arterial,5,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,14,5
Oklahoma,Sleet,23-02-2011 04:12,1,Urban-Collector,2,,Pedestrian,No,White,Male,Fatal Injury (K),2011,2,23,3
Oklahoma,Thunderstorm,23-02-2011 15:36,1,Urban-Collector,44,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,23,3
Pennsylvania,Clear,26-02-2011 14:40,1,Rural-Minor Collector,20,0,Driver of a Motor Vehicle In-Transport,Unknown,Unknown,Male,Fatal Injury (K),2011,2,26,6
Rhode Island,Sleet,10-11-2011 20:30,1,Urban-Other Principal Arterial,49,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,11,10,4
Rhode Island,Thunderstorm,10-11-2011 06:37,1,Urban-Other Principal Arterial,71,,Pedestrian,\N,\N,Male,Fatal Injury (K),2011,11,10,4
Texas,Windy,11-01-2011 19:34,1,Urban-Other Principal Arterial,26,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,1,11,2
Utah,Hail,01-07-2011 17:34,1,Rural-Principal Arterial-Interstate,62,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,7,1,5
Virginia,Dust Storm,15-02-2011 06:26,1,Urban-Other Principal Arterial,63,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,2,15,2
Virginia,Snow,15-02-2011 17:04,1,Urban-Other Principal Arterial,64,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,15,2
Virginia,Rain,15-02-2011 08:42,1,Urban-Other Principal Arterial,66,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,Incapacitating Injury (A),2011,2,15,2
Washington,Dust Storm,04-02-2011 22:09,1,Urban-Minor Arterial,16,,Pedestrian,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,4,5
Washington,Cloudy,04-02-2011 16:21,1,Urban-Minor Arterial,21,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,4,5
West Virginia,Snow,04-04-2011 09:54,1,Rural-Principal Arterial-Interstate,78,0,Driver of a Motor Vehicle In-Transport,No,White,Female,Fatal Injury (K),2011,4,4,1
Wyoming,Thunderstorm,27-07-2011 19:23,1,Rural-Minor Arterial,0,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,7,27,3
Wyoming,Rain,27-07-2011 13:15,1,Rural-Minor Arterial,18,0,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,7,27,3
Wyoming,Clear,27-07-2011 13:16,1,Rural-Minor Arterial,40,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,7,27,3
Alabama,Hail,07-02-2011 01:39,1,Rural-Major Collector,32,,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,7,1
Alaska,Cloudy,18-12-2011 10:04,1,Rural-Minor Collector,45,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,12,18,7
Arizona,Windy,14-02-2011 10:56,1,Rural-Principal Arterial-Other,22,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,14,1
Arizona,Fog,14-02-2011 06:07,1,Rural-Principal Arterial-Other,50,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,2,14,1
Arizona,Fog,14-02-2011 07:45,1,Rural-Principal Arterial-Other,55,0,Driver of a Motor Vehicle In-Transport,No,Unknown,Male,Fatal Injury (K),2011,2,14,1
Arkansas,Hail,25-02-2011 18:21,1,Rural-Principal Arterial-Interstate,40,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,25,5
California,Fog,10-01-2011 00:15,1,Urban-Other Principal Arterial,56,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,1,10,1
California,Clear,10-01-2011 11:57,1,Urban-Other Principal Arterial,60,0,Driver of a Motor Vehicle In-Transport,Unknown,\N,Male,Fatal Injury (K),2011,1,10,1
Connecticut,Fog,19-06-2011 21:31,1,Urban-Other Principal Arterial,21,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,6,19,7
Florida,Clear,13-02-2011 21:45,1,Urban-Local Road or Street,77,0,Driver of a Motor Vehicle In-Transport,No,Hawaiian (includes Part-Hawaiian),Female,Fatal Injury (K),2011,2,13,7
Georgia,Fog,25-01-2011 15:13,1,Rural-Major Collector,51,,Driver of a Motor Vehicle In-Transport,Yes,,Female,Non-incapacitating Evident Injury (B),2011,1,25,2
Georgia,Hail,25-01-2011 12:13,1,Rural-Major Collector,75,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,25,2
Georgia,Dust Storm,25-01-2011 01:28,1,Rural-Major Collector,81,,Passenger of a Motor Vehicle In-Transport,No,,Female,Non-incapacitating Evident Injury (B),2011,1,25,2
Hawaii,Hail,09-08-2011 02:36,1,Urban-Local Road or Street,2,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,8,9,2
Hawaii,Thunderstorm,09-08-2011 17:55,1,Urban-Local Road or Street,28,,Driver of a Motor Vehicle In-Transport,Unknown,,Male,No Injury (O),2011,8,9,2
Idaho,Dust Storm,15-07-2011 20:16,1,Urban-Local Road or Street,28,0,Driver of a Motor Vehicle In-Transport,Yes,,Male,Non-incapacitating Evident Injury (B),2011,7,15,5
Illinois,Clear,12-02-2011 01:19,1,Rural-Local Road or Street,33,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Incapacitating Injury (A),2011,2,12,6
Illinois,Rain,12-02-2011 17:59,1,Rural-Local Road or Street,35,0.18,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,2,12,6
Indiana,Sleet,14-02-2011 22:54,2,Rural-Minor Arterial,45,,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,2,14,1
Iowa,Rain,26-03-2011 01:15,1,Rural-Major Collector,23,,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,26,6
Kansas,Rain,07-03-2011 09:40,1,Rural-Minor Arterial,21,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,7,1
Kentucky,Sleet,07-02-2011 15:32,1,Rural-Principal Arterial-Other,,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,7,1
Louisiana,Thunderstorm,23-02-2011 02:15,1,Urban-Principal Arterial-Interstate,26,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,23,3
Louisiana,Clear,23-02-2011 16:07,1,Urban-Principal Arterial-Interstate,29,0,Pedestrian,No,Black,Male,Fatal Injury (K),2011,2,23,3
Louisiana,Thunderstorm,23-02-2011 02:20,1,Urban-Principal Arterial-Interstate,43,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,23,3
Louisiana,Sleet,23-02-2011 18:05,1,Urban-Principal Arterial-Interstate,50,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,23,3
Maine,Rain,10-04-2011 23:27,1,Rural-Minor Arterial,54,0.01,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,4,10,7
Massachusetts,Cloudy,11-06-2011 04:10,1,Urban-Local Road or Street,79,,Driver of a Motor Vehicle In-Transport,Not Reported,\N,Male,Fatal Injury (K),2011,6,11,6
Massachusetts,Hail,11-06-2011 08:59,1,Urban-Local Road or Street,,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Not Reported,Unknown,2011,6,11,6
Michigan,Sleet,03-02-2011 08:41,1,Urban-Other Principal Arterial,10,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,2,3,4
Michigan,Clear,03-02-2011 11:37,1,Urban-Other Principal Arterial,10,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,2,3,4
Minnesota,Snow,18-04-2011 22:25,1,Rural-Principal Arterial-Other,21,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,4,18,1
Minnesota,Sleet,18-04-2011 05:39,1,Rural-Principal Arterial-Other,42,,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,4,18,1
Mississippi,Rain,09-02-2011 03:21,1,Rural-Principal Arterial-Interstate,29,,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,2,9,3
Nebraska,Hail,07-06-2011 00:32,2,Rural-Minor Arterial,35,0,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,6,7,2
Nebraska,Cloudy,07-06-2011 15:15,2,Rural-Minor Arterial,64,0,Driver of a Motor Vehicle In-Transport,No,,Female,Possible Injury (C),2011,6,7,2
Nebraska,Thunderstorm,07-06-2011 15:59,2,Rural-Minor Arterial,66,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,6,7,2
Nevada,Cloudy,22-04-2011 12:04,3,Rural-Principal Arterial-Other,56,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,4,22,5
Nevada,Dust Storm,22-04-2011 23:52,3,Rural-Principal Arterial-Other,66,0,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,4,22,5
New Hampshire,Sleet,16-10-2011 17:48,1,Rural-Local Road or Street,77,,Driver of a Motor Vehicle In-Transport,Not Reported,,Female,Possible Injury (C),2011,10,16,7
New Hampshire,Rain,16-10-2011 04:39,1,Rural-Local Road or Street,88,0,Passenger of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,10,16,7
New Jersey,Fog,06-03-2011 17:09,1,Urban-Principal Arterial-Interstate,25,0.08,Driver of a Motor Vehicle In-Transport,No,,Male,Non-incapacitating Evident Injury (B),2011,3,6,7
New Mexico,Windy,12-04-2011 00:05,1,Rural-Principal Arterial-Other,23,,Driver of a Motor Vehicle In-Transport,Not Reported,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,4,12,2
New Mexico,Snow,12-04-2011 16:32,1,Rural-Principal Arterial-Other,35,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,4,12,2
New Mexico,Hail,12-04-2011 01:55,1,Rural-Principal Arterial-Other,53,0,Driver of a Motor Vehicle In-Transport,Not Reported,,Male,No Injury (O),2011,4,12,2
New York,Thunderstorm,15-02-2011 10:59,1,Rural-Local Road or Street,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Incapacitating Injury (A),2011,2,15,2
New York,Cloudy,15-02-2011 04:26,1,Rural-Local Road or Street,23,,Driver of a Motor Vehicle In-Transport,Not Reported,Unknown,Male,Fatal Injury (K),2011,2,15,2
Ohio,Cloudy,14-01-2011 13:01,1,Rural-Major Collector,65,,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,14,5
Ohio,Hail,14-01-2011 04:41,1,Rural-Major Collector,69,,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,14,5
Ohio,Clear,14-01-2011 21:36,1,Rural-Major Collector,73,,Driver of a Motor Vehicle In-Transport,No,,Female,Incapacitating Injury (A),2011,1,14,5
Oregon,Dust Storm,24-03-2011 14:18,1,Rural-Major Collector,72,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,3,24,4
Rhode Island,Fog,03-12-2011 12:29,1,Urban-Other Principal Arterial,43,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Non-incapacitating Evident Injury (B),2011,12,3,6
Rhode Island,Fog,03-12-2011 23:46,1,Urban-Other Principal Arterial,52,,Driver of a Motor Vehicle In-Transport,No,,Male,Possible Injury (C),2011,12,3,6
Rhode Island,Windy,03-12-2011 03:30,1,Urban-Other Principal Arterial,59,,Driver of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,12,3,6
South Dakota,Cloudy,11-09-2011 05:48,1,Rural-Principal Arterial-Other,36,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,9,11,7
Tennessee,Dust Storm,08-02-2011 10:37,2,Rural-Principal Arterial-Other,17,,Driver of a Motor Vehicle In-Transport,No,,Male,Incapacitating Injury (A),2011,2,8,2
Tennessee,Hail,08-02-2011 11:34,2,Rural-Principal Arterial-Other,23,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,8,2
Texas,Rain,11-01-2011 22:07,1,Urban-Principal Arterial-Other Freeways or Expressways,21,0.2,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,1,11,2
Utah,Sleet,01-07-2011 02:07,1,Rural-Local Road or Street,57,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,7,1,5
Virginia,Hail,20-02-2011 06:27,1,Urban-Other Principal Arterial,19,0.01,Pedestrian,Unknown,American Indian (includes Aleuts and Eskimos),Male,Fatal Injury (K),2011,2,20,7
Virginia,Fog,20-02-2011 04:00,1,Urban-Other Principal Arterial,36,,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,2,20,7
Washington,Snow,04-03-2011 11:20,1,Urban-Principal Arterial-Other Freeways or Expressways,23,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,3,4,5
Washington,Sleet,04-03-2011 17:37,1,Urban-Principal Arterial-Other Freeways or Expressways,25,0.16,Driver of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,4,5
Washington,Thunderstorm,04-03-2011 22:05,1,Urban-Principal Arterial-Other Freeways or Expressways,54,,Occupant of a Motor Vehicle Not In- Transport,Not Reported,,Male,Possible Injury (C),2011,3,4,5
West Virginia,Clear,07-04-2011 02:22,1,Rural-Principal Arterial-Interstate,58,0,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,4,7,4
Wisconsin,Hail,05-03-2011 03:03,3,Rural-Principal Arterial-Other,40,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,3,5,6
Wisconsin,Dust Storm,05-03-2011 18:00,3,Rural-Principal Arterial-Other,40,0,Passenger of a Motor Vehicle In-Transport,Not Reported,White,Male,Fatal Injury (K),2011,3,5,6
Wisconsin,Hail,05-03-2011 18:52,3,Rural-Principal Arterial-Other,41,0.32,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,3,5,6
Wyoming,Sleet,28-07-2011 02:32,1,Rural-Principal Arterial-Interstate,48,0,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,7,28,4
Wyoming,Snow,28-07-2011 15:20,1,Rural-Principal Arterial-Interstate,55,,Passenger of a Motor Vehicle In-Transport,No,,Female,No Injury (O),2011,7,28,4
Alabama,Cloudy,08-02-2011 16:15,2,Rural-Major Collector,27,,Driver of a Motor Vehicle In-Transport,Yes,White,Male,Fatal Injury (K),2011,2,8,2
Alabama,Thunderstorm,08-02-2011 05:29,2,Rural-Major Collector,57,,Driver of a Motor Vehicle In-Transport,No,Black,Male,Fatal Injury (K),2011,2,8,2
Arizona,Dust Storm,18-02-2011 13:16,1,Rural-Principal Arterial-Other,11,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,18,5
Arizona,Snow,18-02-2011 07:16,1,Rural-Principal Arterial-Other,20,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Male,Possible Injury (C),2011,2,18,5
Arizona,Thunderstorm,18-02-2011 10:36,1,Rural-Principal Arterial-Other,77,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,2,18,5
Arkansas,Fog,28-02-2011 06:38,2,Rural-Major Collector,61,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,2,28,1
Arkansas,Dust Storm,28-02-2011 07:52,2,Rural-Major Collector,62,0,Driver of a Motor Vehicle In-Transport,Unknown,White,Female,Fatal Injury (K),2011,2,28,1
Colorado,Sleet,19-03-2011 12:35,1,Urban-Other Principal Arterial,43,0.19,Driver of a Motor Vehicle In-Transport,No,,Male,No Injury (O),2011,3,19,6
Colorado,Cloudy,19-03-2011 03:06,1,Urban-Other Principal Arterial,,,Passenger of a Motor Vehicle In-Transport,Not Reported,,Not Reported,No Injury (O),2011,3,19,6
Delaware,Clear,16-08-2011 22:28,1,Rural-Local Road or Street,43,0.17,Driver of a Motor Vehicle In-Transport,Not Reported,White,Female,Fatal Injury (K),2011,8,16,2
Florida,Fog,13-02-2011 08:06,2,Rural-Minor Arterial,51,0.26,Driver of a Motor Vehicle In-Transport,Unknown,White,Male,Fatal Injury (K),2011,2,13,7
Hawaii,Dust Storm,18-08-2011 09:22,1,Urban-Minor Arterial,79,,Driver of a Motor Vehicle In-Transport,Not Reported,Chinese,Male,Fatal Injury (K),2011,8,18,4
Idaho,Windy,19-07-2011 15:46,1,Rural-Major Collector,51,,Driver of a Motor Vehicle In-Transport,No,White,Male,Fatal Injury (K),2011,7,19,2
